0	8936.15723
1	17709.78735
2	10349.88306
3	1.07155
4	1786.05287
5	5871.98927
6	993.72711
7	39.25806
8	5556.07184
9	3086.32330
10	5094.94826
11	127451.78908
12	2193.60504
13	8790.52740
14	316.31178
15	232.20522
16	10945.57326
17	74723.21230
18	1003.10767
19	8.37831
20	15788.51149
21	13990.45410
22	1700.59584
23	1035.02954
24	7439.06250
25	1713.18384
26	13589.54848
27	182.35548
28	1131.42885
29	370.56250
30	3104.57910
31	25.31348
32	193.27516
33	465.61548
34	1951.49965
35	12288.93495
36	173.49829
37	4304.59009
38	493.49928
39	3000.12946
40	4443.05566
41	11683.41432
42	485.37598
43	41936.96022
44	11476.60255
45	6677.31569
46	19017.05641
47	8759.79004
48	26025.50356
49	406.74696
50	6005.03912
51	792.11464
52	281.47926
53	5577.05573
54	32.92787
55	973.63501
56	375.69342
57	7181.90041
58	14661.80426
59	142.50391
60	64125.67030
61	128.14948
62	27192.78297
63	11.62917
64	4496.33112
65	3297.27173
66	227.11432
67	191.86578
68	3727.67487
69	27173.46191
70	1686.12891
71	9094.90045
72	37158.58618
73	3359.47028
74	4505.24123
75	84806.08522
76	771.58083
77	7141.57037
78	2701.56305
79	39920.35219
80	1379.71620
81	12439.21973
82	1900.41504
83	302.70563
84	1508.23004
85	6310.93703
86	873.94141
87	1096.23071
88	3306.25000
89	47.26563
90	26139.05824
91	249.78815
92	44.09790
93	1.40089
94	1020.75258
95	8611.26001
96	73045.61952
97	1518.86794
98	193.05800
99	4599.06496
100	2063.50160
101	4644.74196
102	31396.79445
103	2343.54323
104	13480.47987
105	110.00404
106	5752.27441
107	74575.92926
108	7144.87184
109	14.09181
110	666.89027
111	182258.95204
112	1049.91188
113	520.58839
114	3066.82326
115	3290.99420
116	1911.67067
117	7862.70142
118	2935.43854
119	1814.22754
120	904.92860
121	9125.47340
122	806.69313
123	14.86464
124	11.41701
125	308.85316
126	35800.77887
127	2911.78278
128	731.95612
129	321.05360
130	472.38306
131	3153.96315
132	12367.87262
133	1865.16016
134	2.99452
135	22.37733
136	27270.13588
137	10948.84291
138	26764.19313
139	1563.02858
140	476.29652
141	853.50710
142	1768.92531
143	2661.51198
144	4565.74713
145	1979.20717
146	7449.84766
147	155039.06250
148	1002.11816
149	11231.85976
150	31927.82668
151	51335.87660
152	214857.59840
153	993.48085
154	2890.32240
155	13.05580
156	1826.56068
157	1428.89906
158	6797.87367
159	9232.50739
160	922.16608
161	39.30702
162	3024.57033
163	1.00000
164	1002.61285
165	300.26392
166	3361.73476
167	37.41998
168	19198.48390
169	38947.63922
170	115.56250
171	4678.88063
172	16787.45363
173	1952.53516
174	13049.49243
175	10432.70728
176	5589.31459
177	5569.47365
178	109.84023
179	6501.02052
180	4658.06250
181	2354.90309
182	55370.13429
183	10590.50026
184	7898.76563
185	15805.20410
186	6.80884
187	1032.51764
188	411.17067
189	506.77748
190	821.18066
191	10507.85162
192	17.89687
193	274.70473
194	3932.17177
195	68.90297
196	6317.14491
197	133.51080
198	0.00098
199	2118.51637
200	1.42877
201	137849.76660
202	324.28131
203	23328.98256
204	23443.67690
205	1552.85254
206	1452.02675
207	333.34772
208	7.86627
209	11316.47169
210	10205.73492
211	8.22076
212	684.35378
213	42281.64063
214	5621.48492
215	1616.29126
216	157.42407
217	6890.94545
218	7189.84755
219	1694.80165
220	221.73071
221	1391.93117
222	2718.64478
223	248385.42780
224	5081.57350
225	2386.09352
226	582.58119
227	8205.10439
228	6709.91364
229	563.69147
230	6798.51782
231	89039.29628
232	3616.89478
233	74007.37685
234	50398.49611
235	27943.82379
236	6877.33307
237	293.93495
238	9859.09364
239	31149.49225
240	57.13234
241	4794.48053
242	40128.22760
243	3600.46877
244	26.34576
245	3284.72266
246	176.39160
247	9558.11743
248	2568.43073
249	844.85597
250	790.79591
251	5833.73732
252	173364.88771
253	16710.61171
254	3078.94936
255	7099.37897
256	2294.26031
257	1225.82045
258	1828.56459
259	7880.72321
260	3193.13287
261	11410.57916
262	598.91090
263	243.89655
264	2827.66371
265	4490.04694
266	3725.76715
267	515.60927
268	15444.85817
269	38321.12115
270	2225.55434
271	255502.60622
272	15983.47816
273	24147.46034
274	18956.77199
275	31802.31337
276	11530.22951
277	2495.70497
278	262.54126
279	2630.56793
280	706.81207
281	19732.56715
282	10890.87915
283	6479.62111
284	1023.25014
285	8852.89870
286	19416.68066
287	262.16164
288	0.09047
289	289.00000
290	0.12360
291	14090.43188
292	501.16518
293	5579.97328
294	85.20155
295	64.81508
296	286.08551
297	5.82770
298	39369.69032
299	2316.39162
300	54918.82399
301	5994.14673
302	2099.50104
303	1608.76196
304	27458.82021
305	22.26660
306	622.85341
307	4932.86743
308	1892.58986
309	19613.12720
310	3311.64282
311	20.67407
312	31713.20985
313	13575.89087
314	7390.62598
315	3473.62891
316	3665.45107
317	1091.57965
318	108.12750
319	6.32837
320	3125.94557
321	11011.87891
322	190491.33032
323	158.11098
324	4315.87408
325	3600.93756
326	4178.91542
327	17869.21449
328	9243.01978
329	3182.10573
330	166.36969
331	148.72565
332	20.67407
333	405.64478
334	378.42407
335	11968.87282
336	5555.48952
337	4269.80566
338	2046.50209
339	1130.64063
340	2837.64296
341	4685.29555
342	6750.93317
343	731.95612
344	3412.20270
345	1866.51001
346	11493.34755
347	199.18471
348	16628.90845
349	1576.33813
350	3956.70485
351	8152.82021
352	84.26666
353	71049.31898
354	1893.94960
355	2489.46425
356	1319.16510
357	926.44141
358	1559.63287
359	70171.18219
360	16613.80019
361	14225.22108
362	558.69447
363	6639.06679
364	1986.16457
365	620.71051
366	11762.92763
367	9753.87709
368	9230.25551
369	1815.22597
370	10721.95532
371	1290.94244
372	101.80495
373	26851.17494
374	396.88110
375	3200.20026
376	56.36725
377	13635.12343
378	10057.11256
379	3896.00282
380	1349.70131
381	85947.45790
382	50.82130
383	920.98024
384	7772.21315
385	7921.00000
386	384.22125
387	3770.72754
388	28116.47760
389	2624.56093
390	14309.20607
391	25435.26587
392	58.20021
393	46.83691
394	1.98854
395	6033.52699
396	23609.04274
397	834.21686
398	280.43166
399	812.47267
400	8.69789
401	3355.39613
402	901.17226
403	4499.47485
404	12874.27077
405	4932.31874
406	1159.98781
407	41.89528
408	172.98415
409	22018.61830
410	14046.87929
411	48522.10817
412	3726.24403
413	19733.66461
414	453.72328
415	29.22754
416	1338.53082
417	966.33551
418	129.65736
419	1325.41504
420	5082.68739
421	4003.03358
422	470.17824
423	1307.27441
424	10879.46783
425	2570.41078
426	11961.18170
427	394.23964
428	13658.85255
429	72.25000
430	3984.27248
431	35993.20410
432	9981.25879
433	5092.16040
434	1007.56647
435	1231.57129
436	986.84332
437	12276.81313
438	4961.44141
439	6160.41029
440	695.43459
441	6060.25758
442	3062.93066
443	167.78345
444	13998.77199
445	3126.81923
446	194.14503
447	2402.91444
448	27114.25348
449	30382.12408
450	7927.95465
451	1815.89174
452	359.96169
453	3441.93056
454	35614.76660
455	3312.09242
456	47978.11090
457	1245.59364
458	115.73053
459	2851.81032
460	3085.45532
461	3485.14967
462	8808.84901
463	978.76100
464	16540.37134
465	1909.28033
466	271.73462
467	6937.71864
468	7959.98535
469	37261.06348
470	853.96364
471	338.64626
472	705.56641
473	1444.89076
474	6257.05719
475	3642.78261
476	7048.78310
477	18010.47876
478	17838.94141
479	12605.32477
480	9663.81158
481	1862.79909
482	38.33351
483	10039.88344
484	58.55836
485	1129.06500
486	304.74794
487	161.96539
488	4226.52357
489	1898.37213
490	3054.28931
491	4119.53371
492	2324.29449
493	5585.22681
494	1097.26563
495	8764.90919
496	1976.77496
497	18713.38501
498	24798.86774
499	5211.59914
